id,prediction
0,0.0
1,0.0
2,0.0154
3,64.06399999999998
4,418.1188
5,719.6552000000005
6,1112.3926000000006
7,2072.543000000001
8,2653.0349999999994
9,3068.6788000000006
10,3030.4054000000006
11,2812.801199999999
12,2750.3607999999995
13,2378.3386000000005
14,2331.5379999999996
15,1483.2752000000003
16,1067.5983999999992
17,572.2353999999997
18,264.8272000000002
19,24.644400000000008
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,1.9975999999999998
27,108.61399999999999
28,511.4076000000001
29,1198.7096000000004
30,2056.0628
31,2631.9986
32,3094.322
33,3747.0180000000005
34,3911.1467999999995
35,3708.9469999999997
36,3625.0808000000006
37,3412.554200000001
38,2754.3669999999997
39,2162.666
40,1360.7681999999993
41,860.3364
42,398.8820000000003
43,101.34080000000002
44,0.0022
45,0.0
46,0.0
47,0.0
48,0.0
49,0.21999999999999992
50,22.274999999999995
51,214.0842
52,625.6161999999997
53,1418.2234000000005
54,2330.8845999999994
55,3518.0904000000005
56,4091.2872000000025
57,4760.021200000001
58,5026.285
59,4427.1722
60,4296.432800000001
61,3789.706799999998
62,3165.1246000000015
63,2418.9462
64,1321.2628000000002
65,740.9005999999999
66,461.3158
67,164.74259999999992
68,1.9887999999999995
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0726
74,13.3518
75,130.27520000000007
76,543.4220000000003
77,1251.6526000000006
78,2468.6419999999985
79,3807.2518
80,4159.456400000001
81,3456.8181999999983
82,3592.2193999999995
83,3551.022199999998
84,3364.5325999999977
85,2649.482000000001
86,3013.3576000000003
87,2822.4768000000013
88,1960.7082000000007
89,926.5519999999993
90,348.4008000000001
91,122.30899999999998
92,4.829000000000001
93,0.0
94,0.0
95,0.0
96,0.0
97,0.3981999999999998
98,51.03339999999999
99,232.37059999999997
100,648.4258000000002
101,1307.8296
102,2498.6852
103,3346.2132000000006
104,4242.788000000001
105,4824.008200000001
106,4912.131399999999
107,4420.418200000002
108,4507.949599999999
109,4115.896399999996
110,3573.9308000000015
111,2849.325600000002
112,2017.4066000000012
113,1024.9007999999997
114,507.8413999999999
115,206.15760000000006
116,23.141800000000003
117,0.0
118,0.0
119,0.0
120,0.0
121,0.43339999999999973
122,77.03960000000001
123,242.66440000000003
124,727.5443999999999
125,1569.0290000000014
126,2602.3404
127,3484.452400000001
128,3858.3424000000005
129,4247.601600000001
130,3749.976999999997
131,3302.3495999999986
132,3067.171799999999
133,3479.0865999999987
134,3354.425799999999
135,2743.0832000000014
136,1773.0042
137,1041.8297999999993
138,520.2054000000003
139,233.09439999999995
140,21.819600000000005
141,0.011000000000000001
142,0.0
143,0.0
144,0.0
145,0.8448
146,77.87340000000002
147,245.07780000000005
148,698.5109999999997
149,1650.3828000000012
150,2663.5158
151,3699.783999999999
152,4144.161999999998
153,4630.945000000002
154,4534.426600000001
155,4361.115000000002
156,3552.7843999999996
157,3311.5917999999983
158,3146.382800000001
159,2496.3972
160,1609.4033999999995
161,940.3855999999998
162,476.89840000000004
163,192.14579999999998
164,14.942400000000005
165,0.0044
166,0.0
167,0.0
168,0.0
169,0.21780000000000002
170,6.6264
171,67.95360000000001
172,181.04239999999987
173,269.94440000000014
174,499.83560000000006
175,501.3381999999999
176,589.2502000000003
177,694.9690000000003
178,839.8059999999999
179,1256.1339999999996
180,1752.4078000000002
181,2245.6522000000004
182,1887.8617999999997
183,1715.3180000000004
184,1397.0418000000002
185,745.1047999999998
186,323.7542000000001
187,196.73059999999995
188,22.9702
189,0.0066
190,0.0132
191,0.0
192,0.0
193,2.4001999999999994
194,44.27280000000002
195,138.56260000000003
196,329.59299999999996
197,816.2857999999999
198,1529.6379999999997
199,2129.0588000000007
200,2133.100199999999
201,2690.8332000000005
202,2345.8094000000006
203,2559.510799999999
204,2498.925
205,2697.1955999999996
206,2502.9641999999985
207,1578.2096
208,1291.6837999999996
209,562.5928
210,282.53719999999987
211,72.4042
212,3.5287999999999986
213,0.0132
214,0.0
215,0.0
216,0.0528
217,1.3090000000000004
218,14.7224
219,89.2342
220,219.34219999999993
221,241.15299999999996
222,653.2481999999999
223,1134.9030000000002
224,2326.530800000001
225,2225.3352000000004
226,1300.3694000000003
227,2002.4113999999993
228,1088.3092000000004
229,911.1453999999999
230,807.752
231,793.2078000000005
232,595.4366000000005
233,369.98719999999986
234,172.02020000000002
235,76.84159999999997
236,13.024000000000008
237,0.06160000000000001
238,0.0
239,0.0
240,0.0088
241,1.1352000000000002
242,14.863200000000012
243,93.12379999999996
244,201.95560000000006
245,749.1462000000001
246,1480.4614
247,2026.6180000000008
248,1997.2106000000013
249,1497.9602
250,1804.4289999999999
251,2034.2564000000002
252,2278.300199999999
253,2299.5851999999995
254,2118.619799999999
255,1799.1578
256,1422.3066000000003
257,1005.0787999999994
258,554.0832
259,211.71919999999997
260,38.957599999999985
261,0.2618
262,0.0
263,0.0
264,0.0
265,2.3693999999999984
266,49.81019999999998
267,173.09600000000006
268,317.01559999999995
269,773.6189999999997
270,1373.7767999999994
271,1587.8896000000004
272,1815.1583999999993
273,1717.1417999999999
274,1890.2685999999992
275,1924.4301999999996
276,1497.6280000000002
277,1430.7061999999999
278,1358.2448000000006
279,1094.1656000000003
280,1014.1802000000004
281,385.0813999999999
282,212.8764
283,85.3512
284,12.306800000000004
285,0.7216000000000001
286,0.0132
287,0.0
288,0.037399999999999996
289,3.1174
290,86.87359999999998
291,214.6694
292,481.5030000000003
293,798.1599999999999
294,1359.2282000000007
295,2418.548000000001
296,2656.0402000000004
297,2226.5012
298,2718.2759999999994
299,2880.5392000000006
300,2115.498
301,1582.2224000000008
302,1364.4026000000001
303,1354.1066000000003
304,970.1582000000001
305,659.5358
306,470.1202000000002
307,202.57159999999996
308,66.4928
309,0.8799999999999999
310,0.0
311,0.0
312,0.1364
313,2.7874
314,55.3212
315,233.58500000000006
316,551.3508000000002
317,906.4021999999994
318,1436.3030000000006
319,2316.0390000000016
320,2525.377799999999
321,3117.5386000000017
322,3524.84
323,2513.748600000001
324,2346.6629999999996
325,1666.5792000000008
326,1191.5156000000002
327,796.2460000000003
328,610.6628000000001
329,482.8625999999999
330,213.82680000000008
331,99.1958
332,16.911400000000004
333,0.1804
334,0.0
335,0.0
336,0.0
337,0.7743999999999999
338,19.448000000000008
339,83.28320000000004
340,217.67019999999997
341,503.9605999999999
342,778.6504000000001
343,1028.5044
344,1129.8034000000005
345,1472.4908000000005
346,1747.4336000000008
347,2181.7531999999997
348,1797.8686000000005
349,1325.7464000000004
350,1181.6068000000007
351,1076.9286000000006
352,870.4893999999996
353,468.4042
354,245.92699999999996
355,156.30779999999996
356,26.542999999999996
357,0.43339999999999973
358,0.0066
359,0.0
360,0.0638
361,0.8931999999999995
362,38.85639999999998
363,178.59380000000004
364,333.0272
365,510.587
366,938.7004
