id,prediction
0,0.0
1,0.0
2,0.1672
3,68.84459999999999
4,454.75539999999995
5,843.1456000000005
6,1433.3682000000006
7,2666.4153999999994
8,2745.644
9,2854.5968000000007
10,2812.1367999999993
11,2835.1158
12,2332.4774000000016
13,2425.3372000000004
14,2426.8331999999996
15,1428.9484
16,1252.4005999999995
17,652.3462000000001
18,314.2238000000001
19,17.016999999999992
20,0.0308
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,1.0428
27,196.93959999999998
28,498.72900000000016
29,1258.3405999999998
30,1760.8008000000002
31,2370.6298000000006
32,3206.313
33,3539.401799999999
34,3354.9516000000003
35,3224.8304000000016
36,3197.554800000001
37,3110.0960000000014
38,2922.158800000001
39,2005.1965999999995
40,1505.3499999999997
41,877.9848000000003
42,421.6278
43,99.98780000000002
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.6424
50,21.870200000000008
51,258.8212000000001
52,748.0241999999997
53,1414.5934000000002
54,2596.715000000001
55,3556.627799999998
56,4301.686399999999
57,4895.497199999999
58,5083.7952000000005
59,4238.368200000001
60,4023.408400000004
61,3913.461200000001
62,3331.776800000001
63,2127.1975999999995
64,1367.7795999999994
65,689.8650000000001
66,449.3566
67,195.53159999999988
68,3.1064000000000016
69,0.0
70,0.0
71,0.0
72,0.0
73,0.028600000000000004
74,15.534199999999991
75,128.30619999999996
76,471.4798000000001
77,1016.4352000000005
78,2300.6236000000004
79,3419.5106000000005
80,4331.487600000002
81,3505.057600000002
82,3481.137000000002
83,3640.5094000000013
84,2973.1394000000014
85,2908.1491999999985
86,2730.481600000001
87,2592.4580000000005
88,1859.8205999999993
89,875.0477999999998
90,372.0287999999998
91,152.79
92,2.8401999999999994
93,0.0
94,0.0
95,0.0
96,0.0
97,0.3475999999999999
98,88.8602
99,319.2155999999999
100,787.4856000000003
101,1233.5752000000007
102,2326.8388000000004
103,3252.5591999999992
104,4290.3982000000005
105,4552.746
106,4712.972000000001
107,4440.3986
108,4633.452999999998
109,4210.395199999996
110,3680.542800000002
111,2928.5805999999993
112,2111.5996000000005
113,1031.1663999999998
114,557.2577999999997
115,193.2942000000001
116,23.522400000000008
117,0.0
118,0.0
119,0.0
120,0.0
121,3.9291999999999985
122,105.92560000000003
123,267.2714
124,782.3529999999996
125,1661.904200000001
126,2388.8458000000014
127,3093.6884000000005
128,3724.2083999999995
129,4419.243400000001
130,3259.942400000002
131,2630.8766000000014
132,2669.7000000000007
133,3048.364
134,3212.864599999999
135,2703.648200000002
136,1677.8102
137,845.8405999999997
138,544.9290000000001
139,212.11739999999992
140,23.48280000000001
141,0.0
142,0.0
143,0.0
144,0.0
145,1.3529999999999995
146,103.97200000000001
147,263.395
148,789.7295999999999
149,1688.988400000001
150,2606.2850000000017
151,3851.0978000000005
152,4447.563999999998
153,4814.669199999998
154,4498.476399999999
155,4343.420399999999
156,3621.4442000000004
157,2768.576800000001
158,3200.410400000001
159,2532.9326
160,1560.1585999999998
161,838.2528
162,533.6408000000001
163,242.8734
164,13.155999999999999
165,0.0
166,0.0
167,0.0
168,0.0
169,0.2727999999999998
170,14.229600000000003
171,78.42999999999998
172,157.0359999999999
173,279.5254000000001
174,383.2201999999999
175,541.2946000000002
176,625.5678
177,700.7417999999999
178,848.0846000000004
179,957.3321999999997
180,1755.1512
181,2064.986
182,1745.259999999999
183,1860.7424000000005
184,1326.4635999999998
185,673.1361999999999
186,375.94480000000027
187,255.49039999999994
188,26.426399999999976
189,0.11220000000000001
190,0.0
191,0.0
192,0.0
193,3.1636
194,52.833
195,146.50019999999998
196,325.8068000000001
197,1080.3782000000003
198,1282.5802
199,1726.5116000000003
200,2229.229200000001
201,2487.401400000001
202,2311.4036000000015
203,2465.828199999999
204,2322.9491999999996
205,2491.0512000000003
206,2281.6991999999996
207,1670.6448
208,1248.6759999999992
209,608.3792000000003
210,287.584
211,61.24359999999998
212,3.5419999999999994
213,0.17820000000000003
214,0.0
215,0.0
216,0.1254
217,1.1924
218,19.945199999999996
219,105.0676
220,207.34119999999993
221,260.7616
222,627.7876
223,974.6725999999996
224,2031.2754
225,2080.3794000000003
226,1833.7572
227,1657.3942000000006
228,1286.0386
229,895.8048000000001
230,804.6147999999998
231,816.6752
232,645.6692000000004
233,298.1747999999999
234,212.12180000000004
235,65.63920000000002
236,5.075399999999999
237,0.0
238,0.0
239,0.0
240,0.0
241,0.7501999999999999
242,15.699200000000003
243,96.96940000000001
244,270.9278
245,1003.1934000000001
246,1324.433
247,1661.8030000000008
248,1713.5778
249,1269.6090000000006
250,1809.9466
251,2072.2569999999996
252,2347.1909999999993
253,2460.315000000001
254,2435.8356
255,2061.6156000000005
256,1677.7793999999994
257,803.6819999999998
258,549.2806000000004
259,244.8798
260,57.562999999999995
261,0.3805999999999999
262,0.0
263,0.0
264,0.011000000000000001
265,3.445200000000001
266,57.65979999999999
267,178.17359999999994
268,326.24679999999984
269,978.5182000000001
270,1364.7347999999997
271,1652.3517999999997
272,1918.9104000000004
273,1874.2086
274,1697.1614000000002
275,2400.1296000000007
276,1990.131
277,1470.9266
278,1815.0439999999999
279,1513.0367999999999
280,1090.0691999999997
281,504.0596
282,239.69219999999999
283,78.63899999999997
284,11.538999999999996
285,0.8513999999999998
286,0.0066
287,0.0
288,0.0066
289,10.606200000000001
290,97.42260000000005
291,192.74200000000005
292,417.42800000000017
293,1097.9011999999996
294,1273.2257999999997
295,1908.1128000000006
296,1995.4924000000005
297,1979.702999999999
298,2246.2043999999996
299,2274.4524
300,2142.3732
301,1407.337800000001
302,1425.2458000000001
303,1298.4114000000002
304,1144.1517999999996
305,1052.7065999999998
306,428.16619999999983
307,198.73260000000002
308,42.9814
309,1.6323999999999996
310,0.0418
311,0.0308
312,0.0462
313,2.5827999999999998
314,61.448199999999986
315,271.1786
316,474.19239999999985
317,780.076
318,1242.9076
319,2380.758599999999
320,2744.4780000000005
321,2963.4154000000017
322,3176.305000000001
323,2426.9079999999985
324,2318.9847999999993
325,1763.7378000000003
326,1311.5871999999997
327,1042.7978
328,758.9097999999998
329,504.12340000000006
330,212.63880000000006
331,122.02520000000003
332,11.899800000000004
333,0.34980000000000006
334,0.0
335,0.0308
336,0.0
337,0.7809999999999997
338,41.606399999999994
339,77.5434
340,275.8425999999999
341,458.4865999999997
342,684.0790000000002
343,958.3749999999995
344,1046.1813999999995
345,1237.5065999999997
346,1627.4346000000003
347,2167.866800000001
348,1835.2202000000007
349,1251.723
350,1239.2006000000001
351,1153.0200000000002
352,771.5443999999999
353,583.4795999999999
354,250.43919999999997
355,130.57000000000005
356,29.123599999999982
357,0.8161999999999996
358,0.0
359,0.0264
360,0.0308
361,1.0691999999999995
362,36.443000000000005
363,185.84499999999997
364,318.37739999999997
365,446.90799999999996
366,767.0300000000002
367,1041.9001999999998
